X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316
144,19161,18798,5746,5551,5129,4565,8733,10712,11012,9903,10109,9618,8579,8437,8068,7645,7076,7836,6547,7230,6998,7248,6743,6896,6026,6536,6069,5819,6142,5528,5389,5689,6255,5954,5641,5286,5733,10126,9929,17713,17906,18026,18200,18693,7281,7652,8165,8282,8507,8996,8499,9234,8938,9273,9737,9351,13282,18650,7086,7892,6156,12590,6815,11918,5128,5089,5535,5261,5952,5173,5850,5505,5190,3960,4302,3095,3428,3683,3967,3456,2754,6878,6989,5993,6333,7223,6672,6512,6215,5650,11750,11622,12747,12395,13066,12193,11914,14829,14938,14913,14309,12571,12755,12678,13057,12480,12647,13028,13332,12989,8647,7637,8261,6801,8512,5667,6617,6802,8811,6123,8152,5235,7983,2941,2100,2334,2489,2671,2088,1372,1907,2259,1682,1476,722,2113,1414,1233,673,418,1000,435,1804,0,4667,4422,4488,4189,4640,5587,3922,8637,7651,8392,15117,14815,14198,15448,15235,15356,15103,15976,17120,17562,21271,20132,20381,20857,21529,21756,21523,20103,16534,14135,14429,11278,11588,10104,10202,6160,6816,7333,7610,7246,7168,12056,14396,14811,14213,2752,3707,3123,3376,3746,4818,3919,4408,4228,4611,5317,4895,9064,8751,9049,7078,6608,6279,6304,6091,5982,6481,6464,6487,5316,6876,6174,6984,5779,6256,6708,6443,6816,6131,6609,5501,5363,5850,6511,6366,6390,5853,5039,4967,5406,5961,4804,5034,4452,4621,5251,4132,5604,4208,4795,3869,5373,4576,3156,5281,4015,4257,3778,5056,4224,3876,3319,3464,2303,3986,4309,2740,3580,3982,3366,2285,3728,3608,3698,2255,14865,8415,8032,7744,7869,7038,6154,6882,6476,6691,9614,9767,10003,10385,3271,3679,3348,3363,12383,12006,12825,12221,11200,11379,10697,11254,10828,12189,12478,10974,10524,11756,10864,10554,10990,11903,11363,12058,11250,11628,11471,11080,11540,11494,11089,11228,10649
145,14493,14131,10413,10219,9796,9233,13400,15380,15679,14571,14777,14285,13246,13104,12735,12312,11743,12503,11214,11897,11666,11916,11411,11564,10693,11203,10736,10486,10809,10195,10056,10357,10923,10621,10308,9953,10401,14794,14596,13045,13239,13359,13532,14026,2614,2985,3497,3615,3840,4328,3832,4566,4271,4606,5070,4683,8615,13983,2925,3225,3495,7923,3083,7251,2160,2671,2130,2427,1780,3381,1183,1559,9857,8628,8970,7762,8095,8350,8634,8123,1913,11545,11657,10661,11000,11890,11339,11179,10883,10318,16418,16289,17415,17062,17733,16861,16581,19497,19606,19580,18977,17238,17422,17345,17725,17147,17315,17696,18000,17656,13315,12305,12929,11469,13179,10335,11284,11469,13479,10790,12820,9902,12651,7608,6767,7001,7156,7339,4705,6039,6575,6927,6350,6143,5159,6780,6081,5900,5340,5086,4398,4804,3851,4667,0,885,1014,1210,518,920,745,3969,2983,3724,10450,10148,9530,10781,10567,10688,10435,11309,12453,12895,16604,15464,15713,16189,16862,17088,16856,15436,11867,9468,9762,6610,6920,5437,5535,10827,11483,12000,12277,11913,11835,16301,19063,19479,18880,3984,3858,4383,4309,4303,3713,4534,4348,4694,4796,4440,4849,4397,4083,4382,11746,11276,10946,10972,10759,10650,11148,11131,11154,9983,11543,10842,11652,10447,10924,11375,11110,11484,10798,11277,10169,10030,10518,11178,11034,11058,10520,9706,9634,10074,10628,9471,9701,9119,9288,9918,8800,10272,8876,9462,8536,10040,9244,7823,9948,8683,8924,8446,9723,8891,8543,7986,8131,6970,8653,8976,7408,8247,8649,8033,6953,8395,8275,8365,6923,19533,13082,12699,12411,12536,11706,10822,11549,11144,11359,14282,14434,14671,15053,4837,5246,4914,4929,17050,16673,17493,16888,15867,16046,15364,15922,15495,16856,17146,15641,15192,16423,15531,15222,15657,16570,16031,16725,15917,16295,16139,15747,16207,16162,15757,15895,15317
146,14738,14376,10169,9974,9551,8988,13155,15135,15434,14326,14532,14040,13001,12859,12490,12067,11498,12258,10969,11652,11421,11671,11166,11319,10448,10958,10492,10242,10564,9950,9811,10112,10678,10376,10064,9709,10156,14549,14351,13290,13484,13604,13777,14271,2859,3230,3742,3860,4085,4573,4077,4811,4516,4851,5315,4928,8859,14228,2663,3469,2610,8168,2392,7496,1275,1786,1245,1542,1530,2496,1428,1083,9612,8383,8725,7517,7850,8105,8389,7878,1668,11300,11412,10416,10755,11645,11094,10934,10638,10073,16173,16045,17170,16817,17488,16616,16336,19252,19361,19335,18732,16993,17177,17100,17480,16902,17070,17451,17755,17411,13070,12060,12684,11224,12934,10090,11039,11225,13234,10546,12575,9657,12406,7363,6522,6756,6912,7094,4461,5794,6330,6682,6105,5899,4914,6535,5837,5655,5095,4841,4153,4559,3606,4422,885,0,129,325,367,1165,1283,4214,3228,3969,10695,10393,9775,11025,10812,10933,10680,11554,12698,13140,16849,15709,15958,16434,17107,17333,17101,15680,12112,9713,10007,6855,7165,5682,5780,10583,11238,11755,12032,11668,11591,16056,18818,19234,18635,3099,2973,3498,3424,3418,2828,3649,3463,3809,3911,3555,3964,4642,4328,4627,11501,11031,10701,10727,10514,10405,10903,10886,10909,9738,11298,10597,11407,10202,10679,11130,10865,11239,10553,11032,9924,9785,10273,10933,10789,10813,10275,9461,9389,9829,10383,9226,9456,8874,9044,9673,8555,10027,8631,9217,8292,9796,8999,7578,9703,8438,8679,8201,9478,8646,8299,7741,7887,6725,8408,8731,7163,8002,8404,7788,6708,8151,8030,8120,6678,19288,12837,12454,12166,12291,11461,10577,11304,10899,11114,14037,14190,14426,14808,3952,4361,4041,4044,16805,16428,17248,16643,15622,15801,15120,15677,15250,16611,16901,15396,14947,16178,15286,14977,15412,16325,15786,16481,15672,16050,15894,15502,15962,15917,15512,15650,15072
147,14673,14310,10234,10039,9616,9053,13220,15200,15499,14391,14597,14105,13067,12925,12555,12133,11563,12323,11035,11717,11486,11736,11231,11384,10513,11024,10557,10307,10630,10015,9876,10177,10743,10442,10129,9774,10221,14614,14417,13225,13419,13539,13712,14205,2793,3164,3677,3794,4019,4508,4011,4746,4450,4785,5250,4863,8794,14162,2598,3404,2481,8102,2327,7430,1146,1657,1116,1413,1464,2367,1362,1018,9678,8448,8790,7583,7916,8171,8455,7943,1734,11365,11477,10481,10821,11710,11160,11000,10703,10138,16238,16110,17235,16883,17554,16681,16401,19317,19426,19400,18797,17059,17242,17166,17545,16968,17135,17516,17820,17476,13135,12125,12749,11289,13000,10155,11104,11290,13299,10611,12640,9723,12471,7428,6587,6821,6977,7159,4526,5860,6395,6747,6170,5964,4979,6601,5902,5720,5161,4906,4219,4624,3671,4488,1014,129,0,299,496,1100,1413,4149,3163,3904,10629,10327,9710,10960,10747,10868,10615,11488,12633,13074,16783,15644,15893,16369,17042,17268,17035,15615,12047,9647,9942,6790,7100,5616,5714,10648,11304,11821,12098,11733,11656,16122,18884,19299,18700,2970,2844,3369,3295,3289,2699,3520,3334,3680,3782,3425,3835,4576,4263,4562,11566,11096,10766,10792,10579,10470,10968,10952,10975,9803,11364,10662,11472,10267,10744,11196,10930,11304,10618,11097,9989,9851,10338,10999,10854,10878,10341,9527,9455,9894,10449,9292,9521,8939,9109,9738,8620,10092,8696,9283,8357,9861,9064,7643,9769,8503,8745,8266,9544,8712,8364,7806,7952,6791,8474,8796,7228,8068,8469,7854,6773,8216,8096,8185,6743,19353,12902,12520,12231,12357,11526,10642,11369,10964,11179,14102,14255,14491,14873,3823,4231,4106,3915,16870,16493,17313,16708,15687,15866,15185,15742,15316,16677,16966,15461,15012,16243,15351,15042,15478,16391,15851,16546,15738,16116,15959,15568,16027,15982,15577,15715,15137
148,14972,14609,9935,9740,9317,8754,12921,14901,15201,14092,14298,13806,12768,12626,12256,11834,11265,12025,10736,11419,11187,11437,10932,11085,10215,10725,10258,10008,10331,9717,9578,9878,10444,10143,9830,9475,9922,14315,14118,13524,13718,13837,14011,14504,3092,3463,3976,4093,4318,4807,4310,5045,4749,5084,5548,5162,9093,14461,2897,3703,2285,8401,2626,7729,950,1461,1346,1217,1763,2171,1661,1316,9379,8149,8491,7284,7617,7872,8156,7644,1435,11066,11178,10182,10522,11412,10861,10701,10404,9839,15939,15811,16936,16584,17255,16382,16102,19018,19127,19102,18498,16760,16944,16867,17246,16669,16836,17217,17521,17178,12836,11826,12450,10990,12701,9856,10806,10991,13000,10312,12341,9424,12172,7130,6288,6523,6678,6860,4227,5561,6096,6448,5871,5665,4680,6302,5603,5422,4862,4607,3920,4325,3372,4189,1210,325,299,0,692,1398,1609,4448,3462,4203,10928,10626,10009,11259,11046,11167,10914,11787,12932,13373,17082,15943,16192,16668,17341,17567,17334,15914,12345,9946,10241,7089,7399,5915,6013,10349,11005,11522,11799,11435,11357,15823,18585,19000,18401,2774,2648,3173,3099,3093,2503,3324,3138,3484,3586,3229,3639,4875,4562,4860,11267,10797,10467,10493,10280,10171,10670,10653,10676,9505,11065,10363,11173,9968,10445,10897,10632,11005,10319,10798,9690,9552,10039,10700,10555,10579,10042,9228,9156,9595,10150,8993,9223,8641,8810,9439,8321,9793,8397,8984,8058,9562,8765,7344,9470,8204,8446,7967,9245,8413,8065,7508,7653,6492,8175,8498,6929,7769,8171,7555,6474,7917,7797,7886,6444,19054,12603,12221,11933,12058,11227,10343,11070,10665,10880,13803,13956,14192,14574,3627,4035,3808,3719,16572,16195,17014,16409,15389,15567,14886,15443,15017,16378,16667,15163,14713,15944,15052,14743,15179,16092,15552,16247,15439,15817,15660,15269,15729,15683,15278,15417,14838
149,14521,14158,10386,10192,9769,9205,13373,15353,15652,14543,14749,14258,13219,13077,12708,12285,11716,12476,11187,11870,11639,11888,11383,11536,10666,11176,10709,10459,10782,10168,10029,10329,10895,10594,10281,9926,10373,14766,14569,13073,13266,13386,13559,14053,2641,3012,3525,3642,3867,4356,3859,4594,4298,4633,5097,4711,8642,14010,2446,3252,2977,7950,2565,7278,1642,2154,1613,1909,1312,2863,1210,1041,9830,8601,8942,7735,8068,8323,8607,8096,1886,11518,11629,10634,10973,11863,11312,11152,10855,10290,16390,16262,17387,17035,17706,16833,16554,19469,19578,19553,18949,17211,17395,17318,17697,17120,17287,17668,17972,17629,13287,12278,12901,11441,13152,10307,11257,11442,13451,10763,12792,9875,12623,7581,6740,6974,7129,7311,4678,6012,6547,6900,6322,6116,5132,6753,6054,5873,5313,5058,4371,4777,3823,4640,518,367,496,692,0,947,916,3997,3011,3752,10477,10175,9558,10808,10595,10716,10463,11336,12480,12922,16631,15492,15740,16217,16889,17116,16883,15463,11894,9495,9789,6638,6948,5464,5562,10800,11456,11973,12250,11886,11808,16274,19036,19451,18853,3466,3340,3865,3791,3785,3195,4017,3830,4176,4279,3922,4331,4424,4110,4409,11718,11248,10919,10945,10731,10623,11121,11104,11127,9956,11516,10814,11624,10419,10896,11348,11083,11456,10771,11249,10141,10003,10490,11151,11006,11030,10493,9679,9607,10046,10601,9444,9674,9092,9261,9891,8772,10245,8848,9435,8509,10013,9216,7796,9921,8655,8897,8418,9696,8864,8516,7959,8104,6943,8626,8949,7381,8220,8622,8006,6926,8368,8248,8338,6895,19506,13055,12672,12384,12509,11678,10794,11522,11116,11331,14254,14407,14643,15025,4320,4728,4396,4411,17023,16646,17465,16861,15840,16019,15337,15894,15468,16829,17118,15614,15164,16396,15504,15194,15630,16543,16003,16698,15890,16268,16112,15720,16180,16134,15729,15868,15289
150,13573,13211,11333,11139,10716,10152,14320,16300,16599,15491,15696,15205,14166,14024,13655,13232,12663,13423,12134,12817,12586,12836,12330,12483,11613,12123,11656,11406,11729,11115,10976,11276,11843,11541,11228,10873,11320,15713,15516,12126,12319,12439,12612,13106,2223,2065,2577,2695,2920,3408,2912,3647,3351,3686,4150,3763,7695,13063,2296,2305,2866,7003,2454,6331,1531,2042,1501,1798,1151,2752,263,930,10777,9548,9890,8682,9015,9270,9554,9043,2833,12465,12576,11581,11920,12810,12259,12099,11803,11237,17338,17209,18334,17982,18653,17781,17501,20416,20525,20500,19897,18158,18342,18265,18645,18067,18234,18616,18920,18576,14235,13225,13848,12388,14099,11255,12204,12389,14398,11710,13739,10822,13571,8528,7687,7921,8076,8258,5625,6959,7494,7847,7270,7063,6079,7700,7001,6820,6260,6005,5318,5724,4770,5587,920,1165,1100,1398,947,0,1665,3049,2635,3016,9530,9228,8610,9861,9648,9768,9516,10389,11533,11975,15684,14545,14793,15269,15942,16169,15936,14516,10947,8548,8842,5690,6001,4517,4615,11747,12403,12920,13197,12833,12755,17221,19983,20398,19800,3355,3229,3754,3680,3674,3084,3905,3719,4065,4167,3810,4220,3686,3514,3462,12666,12196,11866,11892,11679,11570,12068,12051,12074,10903,12463,11761,12572,11366,11844,12295,12030,12404,11718,12196,11088,10950,11437,12098,11954,11978,11440,10626,10554,10994,11548,10391,10621,10039,10208,10838,9719,11192,9796,10382,9456,10960,10163,8743,10868,9603,9844,9365,10643,9811,9463,8906,9051,7890,9573,9896,8328,9167,9569,8953,7873,9315,9195,9285,7843,20453,14002,13619,13331,13456,12626,11742,12469,12063,12279,15202,15354,15591,15972,4208,5098,5206,4921,17970,17593,18413,17808,16787,16966,16284,16842,16415,17776,18066,16561,16112,17343,16451,16142,16577,17490,16951,17645,16837,17215,17059,16667,17127,17082,16676,16815,16237
151,15238,14876,9668,9474,9051,8487,12655,14635,14934,13825,14031,13540,12501,12359,11990,11567,10998,11758,10469,11152,10921,11171,10665,10818,9948,10458,9991,9741,10064,9450,9311,9611,10178,9876,9563,9208,9655,14048,13851,13791,13984,14104,14277,14771,3359,3730,4243,4360,4585,5073,4577,5312,5016,5351,5815,5428,9360,14728,3324,3970,3894,8668,3482,7996,2559,3070,2529,2825,2178,3779,1928,1957,9112,7883,8225,7017,7350,7605,7889,7378,1168,10800,10911,9916,10255,11145,10594,10434,10138,9572,15672,15544,16669,16317,16988,16116,15836,18751,18860,18835,18231,16493,16677,16600,16980,16402,16569,16951,17254,16911,12569,11560,12183,10723,12434,9589,10539,10724,12733,10045,12074,9157,11906,6863,6022,6256,6411,6593,3960,5294,5829,6182,5605,5398,4414,6035,5336,5155,4595,4340,3653,4059,3105,3922,745,1283,1413,1609,916,1665,0,4714,3728,4469,11195,10893,10276,11526,11313,11433,11181,12054,13198,13640,17349,16210,16458,16934,17607,17834,17601,16181,12612,10213,10507,7355,7666,6182,6280,10082,10738,11255,11532,11168,11090,15556,18318,18733,18135,4382,4256,4782,4708,4701,4112,4933,4747,5093,5195,4838,5247,5142,4828,5127,11001,10530,10201,10227,10014,9905,10403,10386,10409,9238,10798,10096,10906,9701,10178,10630,10365,10739,10053,10531,9423,9285,9772,10433,10289,10312,9775,8961,8889,9328,9883,8726,8956,8374,8543,9173,8054,9527,8131,8717,7791,9295,8498,7078,9203,7937,8179,7700,8978,8146,7798,7241,7386,6225,7908,8231,6663,7502,7904,7288,6208,7650,7530,7620,6177,18788,12337,11954,11666,11791,10961,10077,10804,10398,10613,13536,13689,13925,14307,5236,5644,5312,5328,16305,15928,16747,16143,15122,15301,14619,15177,14750,16111,16400,14896,14447,15678,14786,14477,14912,15825,15285,15980,15172,15550,15394,15002,15462,15417,15011,15150,14572
152,10524,10162,14383,14188,13765,13202,17369,19349,19648,18540,18746,18254,17216,17074,16704,16281,15712,16472,15184,15866,15635,15885,15380,15533,14662,15172,14706,14456,14778,14164,14025,14326,14892,14590,14278,13923,14370,18763,18566,9076,9270,9390,9563,10057,1355,1227,1729,1958,2114,2525,3453,2765,3074,2972,2658,2536,4645,10013,5039,4576,5609,3953,5197,3282,4274,4785,4244,4540,3893,5494,2911,3672,13827,12597,12939,11732,12065,12319,12603,12092,5882,15514,15626,14630,14970,15859,15308,15149,14852,14287,20387,20259,21384,21032,21703,20830,20550,23466,23575,23549,22946,21208,21391,21314,21694,21117,21284,21665,21969,21625,17284,16274,16898,15438,17149,14304,15253,15439,17448,14760,16789,13872,16620,11577,10736,10970,11126,11308,8675,10009,10544,10896,10319,10113,9128,10750,10051,9869,9310,9055,8368,8773,7820,8637,3969,4214,4149,4448,3997,3049,4714,0,986,274,6481,6178,5561,6811,6598,6719,6466,7339,8484,8926,12635,11495,11744,12220,12893,13119,12887,11466,7898,5498,5793,2641,2951,5756,6316,14797,15453,15969,16247,15882,15805,20270,23033,23448,22849,6097,5972,6497,6423,6417,5827,6648,6462,6808,6910,6553,6963,943,771,413,15715,15245,14915,14941,14728,14619,15117,15100,15123,13952,15513,14811,15621,14416,14893,15345,15079,15453,14767,15246,14138,14000,14487,15148,15003,15027,14490,13676,13604,14043,14598,13441,13670,13088,13258,13887,12769,14241,12845,13431,12506,14010,13213,11792,13917,12652,12893,12415,13692,12861,12513,11955,12101,10940,12622,12945,11377,12217,12618,12003,10922,12365,12244,12334,10892,23502,17051,16668,16380,16505,15675,14791,15518,15113,15328,18251,18404,18640,19022,7235,8148,8255,7970,21019,20642,21462,20857,19836,20015,19334,19891,19465,20826,21115,19610,19161,20392,19500,19191,19626,20539,20000,20695,19886,20264,20108,19717,20176,20131,19726,19864,19286
153,11510,11148,13397,13202,12779,12216,16383,18363,18662,17554,17760,17268,16230,16088,15718,15296,14726,15486,14198,14880,14649,14899,14394,14547,13676,14187,13720,13470,13792,13178,13039,13340,13906,13604,13292,12937,13384,17777,17580,10062,10256,10376,10549,11043,412,1119,1620,1850,2006,2417,3345,2657,2966,2864,2550,2428,5631,10999,4931,4468,5501,4939,5089,4267,4166,4677,4136,4432,3785,5386,2803,3564,12841,11611,11953,10746,11079,11333,11617,11106,4896,14528,14640,13644,13984,14873,14322,14163,13866,13301,19401,19273,20398,20046,20717,19844,19564,22480,22589,22563,21960,20222,20405,20328,20708,20131,20298,20679,20983,20639,16298,15288,15912,14452,16163,13318,14267,14453,16462,13774,15803,12886,15634,10591,9750,9984,10140,10322,7689,9023,9558,9910,9333,9127,8142,9764,9065,8883,8324,8069,7382,7787,6834,7651,2983,3228,3163,3462,3011,2635,3728,986,0,741,7467,7164,6547,7797,7584,7705,7452,8325,9470,9912,13621,12481,12730,13206,13879,14105,13872,12452,8884,6484,6779,3627,3937,5648,6208,13811,14467,14983,15261,14896,14819,19284,22047,22462,21863,5989,5864,6389,6315,6309,5719,6540,6354,6700,6802,6445,6855,1414,1100,1399,14729,14259,13929,13955,13742,13633,14131,14114,14137,12966,14527,13825,14635,13430,13907,14359,14093,14467,13781,14260,13152,13014,13501,14162,14017,14041,13504,12690,12618,13057,13612,12455,12684,12102,12272,12901,11783,13255,11859,12446,11520,13024,12227,10806,12931,11666,11907,11429,12707,11875,11527,10969,11115,9954,11636,11959,10391,11231,11632,11017,9936,11379,11258,11348,9906,22516,16065,15682,15394,15520,14689,13805,14532,14127,14342,17265,17418,17654,18036,6843,7251,7269,6984,20033,19656,20476,19871,18850,19029,18348,18905,18479,19840,20129,18624,18175,19406,18514,18205,18640,19553,19014,19709,18900,19278,19122,18731,19190,19145,18740,18878,18300
154,10769,10407,14138,13943,13520,12957,17124,19104,19403,18295,18501,18009,16971,16829,16459,16036,15467,16227,14939,15621,15390,15640,15135,15288,14417,14927,14461,14211,14533,13919,13780,14081,14647,14345,14033,13678,14125,18518,18321,9321,9515,9635,9808,10302,1110,1500,2002,2232,2388,2799,3727,3039,3348,3246,2932,2810,4890,10258,5312,4849,5883,4198,5470,3527,4548,5059,4518,4814,4167,5768,3185,3946,13582,12352,12694,11487,11820,12074,12358,11847,5637,15269,15381,14385,14725,15614,15063,14903,14607,14042,20142,20014,21139,20787,21458,20585,20305,23221,23330,23304,22701,20963,21146,21069,21449,20872,21039,21420,21724,21380,17039,16029,16653,15193,16904,14059,15008,15194,17203,14515,16544,13627,16375,11332,10491,10725,10881,11063,8430,9764,10299,10651,10074,9868,8883,10505,9806,9624,9065,8810,8123,8528,7575,8392,3724,3969,3904,4203,3752,3016,4469,274,741,0,6726,6423,5806,7056,6843,6964,6711,7584,8729,9171,12880,11740,11989,12465,13138,13364,13132,11711,8143,5743,6038,2886,3196,6030,6590,14552,15208,15724,16002,15637,15560,20025,22788,23203,22604,6371,6245,6771,6696,6690,6100,6922,6735,7081,7184,6827,7236,673,497,658,15470,15000,14670,14696,14483,14374,14872,14855,14878,13707,15268,14566,15376,14171,14648,15100,14834,15208,14522,15001,13893,13755,14242,14903,14758,14782,14244,13431,13358,13798,14352,13196,13425,12843,13013,13642,12524,13996,12600,13186,12261,13765,12968,11547,13672,12407,12648,12170,13447,12615,12268,11710,11856,10695,12377,12700,11132,11972,12373,11758,10677,12120,11999,12089,10647,23257,16806,16423,16135,16260,15430,14546,15273,14868,15083,18006,18159,18395,18777,7225,7903,8010,7725,20774,20397,21217,20612,19591,19770,19089,19646,19220,20581,20870,19365,18916,20147,19255,18946,19381,20294,19755,20450,19641,20019,19863,19472,19931,19886,19481,19619,19041
155,7185,7499,20863,20669,20246,19682,23850,25830,26129,25021,25226,24735,23696,23554,23185,22762,22193,22953,21664,22347,22116,22366,21860,22013,21143,21653,21186,20936,21259,20645,20506,20806,21373,21071,20758,20403,20850,25243,25046,2596,2789,2909,3082,3576,7836,7465,6952,6835,6610,6122,6618,5883,6179,5844,5380,5767,1835,4397,8031,7232,8961,2527,8302,3199,9989,10028,9582,9857,9165,9945,9267,9612,20307,19078,19420,18212,18545,18800,19084,18573,12363,21995,22106,21111,21450,22340,21789,21629,21333,20767,26868,26739,27864,27512,28183,27311,27031,29946,30055,30030,29427,27688,27872,27795,28175,27597,27764,28146,28450,28106,23765,22755,23378,21918,23629,20785,21734,21919,23928,21240,23269,20352,23101,18058,17217,17451,17606,17788,15155,16489,17024,17377,16800,16593,15609,17230,16531,16350,15790,15535,14848,15254,14300,15117,10450,10695,10629,10928,10477,9530,11195,6481,7467,6726,0,302,920,1826,1601,814,1864,3191,3392,3576,6154,5015,5263,5739,6412,6639,6406,4986,1417,3185,3658,4952,5321,8413,8973,21277,21933,22450,22727,22363,22285,26751,29513,29928,29330,12365,11411,11995,11741,11371,10299,11198,10709,10889,10506,9800,10223,6053,6367,6068,22196,21726,21396,21422,21209,21100,21598,21581,21604,20433,21993,21291,22101,20896,21374,21825,21560,21934,21248,21726,20618,20480,20967,21628,21484,21508,20970,20156,20084,20524,21078,19921,20151,19569,19738,20368,19249,20722,19326,19912,18986,20490,19693,18273,20398,19132,19374,18895,20173,19341,18993,18436,18581,17420,19103,19426,17858,18697,19099,18483,17403,18845,18725,18815,17373,29983,23532,23149,22861,22986,22156,21272,21999,21593,21808,24731,24884,25120,25502,13715,14628,14736,14451,27500,27123,27943,27338,26317,26496,25814,26372,25945,27306,27596,26091,25642,26873,25981,25672,26107,27020,26481,27175,26367,26745,26589,26197,26657,26612,26206,26345,25767
156,7441,7755,20561,20366,19944,19380,23548,25527,25827,24718,24924,24433,23394,23252,22883,22460,21891,22651,21362,22045,21813,22063,21558,21711,20841,21351,20884,20634,20957,20343,20204,20504,21070,20769,20456,20101,20548,24941,24744,2898,3091,3211,3385,3878,7534,7163,6650,6533,6308,5819,6316,5581,5877,5542,5078,5464,1533,4653,7729,6976,8659,2225,8000,2897,9687,9726,9280,9554,8863,9642,8965,9310,20005,18775,19117,17910,18243,18498,18782,18271,12061,21693,21804,20808,21148,22038,21487,21327,21030,20465,26565,26437,27562,27210,27881,27008,26729,29644,29753,29728,29124,27386,27570,27493,27872,27295,27462,27843,28147,27804,23462,22452,23076,21616,23327,20482,21432,21617,23626,20938,22967,20050,22798,17756,16915,17149,17304,17486,14853,16187,16722,17074,16497,16291,15307,16928,16229,16048,15488,15233,14546,14952,13998,14815,10148,10393,10327,10626,10175,9228,10893,6178,7164,6423,302,0,617,2082,1857,1070,2120,3447,3648,3832,6456,5317,5566,6042,6714,6941,6708,5288,1719,2929,3402,4696,5065,8157,8717,20975,21631,22148,22425,22061,21983,26449,29211,29626,29028,12063,11108,11692,11439,11069,9997,10896,10407,10587,10204,9498,9920,5751,6064,5766,21893,21423,21094,21119,20906,20797,21296,21279,21302,20131,21691,20989,21799,20594,21071,21523,21258,21631,20946,21424,20316,20178,20665,21326,21181,21205,20668,19854,19782,20221,20776,19619,19849,19267,19436,20066,18947,20420,19023,19610,18684,20188,19391,17971,20096,18830,19072,18593,19871,19039,18691,18134,18279,17118,18801,19124,17555,18395,18797,18181,17100,18543,18423,18513,17070,29680,23230,22847,22559,22684,21853,20969,21697,21291,21506,24429,24582,24818,25200,13413,14326,14434,14149,27198,26821,27640,27036,26015,26194,25512,26069,25643,27004,27293,25789,25339,26571,25679,25369,25805,26718,26178,26873,26065,26443,26286,25895,26355,26309,25904,26043,25464
