X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316
130,20533,20170,4374,4179,3757,3193,7361,9340,9640,8531,8737,8245,7207,7065,6696,6273,5704,6464,5175,5858,5626,5876,5371,5524,4654,5164,4697,4447,4770,4156,4017,4317,4883,4582,4269,3914,4361,8754,8557,19085,19278,19398,19572,20065,8653,9024,9537,9654,9879,10368,9871,10606,10310,10645,11109,10723,14654,20022,8458,9264,7528,13962,8187,13290,6500,6461,6907,6633,7324,6545,7222,6877,3818,2588,2930,1723,2056,2311,2595,2267,4126,5506,5617,4621,4961,5851,5300,5140,4843,4278,10378,10250,11375,11023,11694,10821,10542,13457,13566,13541,12937,11199,11383,11306,11685,11108,11275,11656,11960,11617,7275,6265,6889,5429,7140,4295,5245,5430,7439,4751,6780,3863,6611,1569,727,962,1117,1299,1664,0,535,960,615,249,880,1641,693,598,699,954,1641,1235,2189,1372,6039,5794,5860,5561,6012,6959,5294,10009,9023,9764,16489,16187,15570,16820,16607,16728,16475,17348,18492,18934,22643,21504,21753,22229,22901,23128,22895,21475,17906,15507,15801,12650,12960,11476,11574,5044,5584,6292,6722,7180,5868,12481,13024,13439,12841,4124,5079,4495,4748,5118,6190,5291,5780,5600,5983,6689,6267,10436,10123,10421,5706,5236,4907,4932,4719,4610,5109,5092,5115,3944,5504,4802,5612,4407,4884,5336,5071,5444,4758,5237,4129,3991,4478,5139,4994,5018,4481,3667,3595,4034,4589,3432,3662,3080,3249,3878,2760,4232,2836,3423,2497,4001,3204,1784,3909,2643,2885,2406,3684,2852,2504,1947,2092,931,2614,2937,1368,2208,2610,1994,913,2356,2236,2326,883,13493,7043,6660,6372,6497,5666,4782,5510,5104,5319,8242,8395,8631,9013,3696,4104,3772,3787,11011,10634,11453,10849,9828,10007,9325,9882,9456,10817,11106,9602,9152,10384,9492,9182,9618,10531,9991,10686,9878,10256,10099,9708,10168,10122,9717,9856,9277
131,21068,20705,3839,3644,3221,2658,6825,8805,9105,7996,8202,7710,6672,6530,6160,5738,5169,5928,4640,5323,5091,5341,4836,4989,4118,4629,4162,3912,4235,3621,3482,3782,4348,4047,3734,3379,3826,8219,8022,19620,19814,19933,20107,20600,9188,9559,10072,10189,10414,10903,10406,11141,10845,11180,11645,11258,15189,20557,8993,9799,8063,14497,8722,13825,7035,6996,7442,7168,7859,7080,7757,7412,3283,2053,2395,1188,1521,1776,2060,1940,4661,4970,5082,4086,4426,5316,4765,4605,4308,3743,9843,9715,10840,10488,11159,10286,10006,12922,13031,13005,12402,10664,10847,10771,11150,10573,10740,11121,11425,11082,6740,5730,6354,4894,6605,3760,4710,4895,6904,4216,6245,3328,6076,1034,616,467,582,764,1992,535,0,632,288,431,1416,1314,493,674,1234,1489,2176,1771,2724,1907,6575,6330,6395,6096,6547,7494,5829,10544,9558,10299,17024,16722,16105,17355,17142,17263,17010,17883,19028,19469,23178,22039,22288,22764,23437,23663,23430,22010,18441,16042,16337,13185,13495,12011,12109,4717,5256,5964,6394,6853,5540,12153,12489,12904,12388,4659,5614,5030,5283,5653,6726,5826,6315,6135,6518,7224,6802,10971,10658,10956,5171,4701,4371,4397,4184,4075,4573,4557,4580,3409,4969,4267,5077,3872,4349,4801,4536,4909,4223,4702,3594,3456,3943,4604,4459,4483,3946,3132,3060,3499,4054,2897,3127,2544,2714,3343,2225,3697,2301,2888,1962,3466,2669,1756,3374,2108,2350,1871,3149,2317,1969,1412,1557,1152,2079,2402,913,1673,2075,1459,925,1821,1701,1790,729,12958,6507,6125,5837,5962,5131,4247,4974,4569,4784,7707,7860,8096,8478,3368,3776,3444,3460,10475,10099,10918,10313,9292,9471,8790,9347,8921,10282,10571,9066,8617,9848,8956,8647,9083,9996,9456,10151,9343,9721,9564,9173,9633,9587,9182,9320,8742
132,21420,21058,3487,3292,2869,2306,6473,8453,8752,7644,7850,7358,6319,6177,5808,5385,4816,5576,4287,4970,4739,4989,4484,4637,3766,4276,3810,3560,3882,3268,3129,3430,3996,3694,3382,3027,3474,7867,7670,19972,20166,20286,20459,20953,9541,9911,10424,10542,10766,11255,10758,11493,11198,11533,11997,11610,15541,20910,9345,10151,8416,14850,9074,14178,7388,7348,7795,7520,8212,7432,8109,7765,2931,1701,2043,836,1168,1423,1707,1307,5014,4618,4730,3734,4073,4963,4412,4252,3956,3391,9491,9363,10488,10135,10806,9934,9654,12570,12679,12653,12050,10312,10495,10418,10798,10221,10388,10769,11073,10729,6388,5378,6002,4542,6253,3408,4357,4543,6552,3864,5893,3041,5724,681,1248,1099,590,412,2624,960,632,0,577,783,1768,682,845,1027,1586,1841,2528,2123,3076,2259,6927,6682,6747,6448,6900,7847,6182,10896,9910,10651,17377,17074,16457,17707,17494,17615,17362,18235,19380,19822,23531,22391,22640,23116,23789,24015,23783,22362,18794,16394,16689,13537,13847,12364,12462,4085,4624,5332,5762,6221,4909,11521,12137,12552,11953,5012,5966,5382,5636,6006,7078,6178,6667,6487,6870,7576,7154,11324,11010,11309,4819,4349,4019,4045,3832,3723,4221,4204,4227,3056,4616,3915,4725,3520,3997,4449,4183,4557,3871,4350,3242,3103,3591,4251,4107,4131,3593,2780,2707,3147,3701,2545,2774,2192,2362,2991,1912,3345,1949,2535,1610,3114,2317,2388,3021,1756,1997,1519,2796,1964,1617,1242,1205,1784,1726,2049,1545,1321,1722,1106,1557,1469,1348,1438,1361,12606,6155,5772,5484,5609,4779,3895,4622,4217,4432,7355,7508,7744,8126,3661,3144,2812,2926,10123,9746,10566,9961,8940,9119,8438,8995,8569,9930,10219,8714,8265,9496,8604,8295,8730,9643,9104,9799,8990,9368,9212,8820,9280,9235,8830,8968,8390
133,20843,20481,4064,3869,3446,2883,7050,9030,9329,8221,8427,7935,6896,6755,6385,5962,5393,6153,4865,5547,5316,5566,5061,5214,4343,4853,4387,4137,4459,3845,3706,4007,4573,4271,3959,3604,4051,8444,8247,19395,19589,19709,19882,20376,8964,9334,9847,9965,10189,10678,10181,10916,10620,10956,11420,11033,14964,20332,8768,9574,7839,14272,8497,13601,6811,6771,7218,6943,7635,6855,7532,7188,3508,2278,2620,1413,1745,2000,2284,1773,4437,5195,5307,4311,4651,5540,4989,4829,4533,3968,10068,9940,11065,10712,11383,10511,10231,13147,13256,13230,12627,10889,11072,10995,11375,10798,10965,11346,11650,11306,6965,5955,6579,5119,6830,3985,4934,5120,7129,4441,6470,3553,6301,1258,904,754,807,989,2279,615,288,577,0,366,1191,1026,268,450,1009,1264,1951,1546,2499,1682,6350,6105,6170,5871,6322,7270,5605,10319,9333,10074,16800,16497,15880,17130,16917,17038,16785,17658,18803,19245,22954,21814,22063,22539,23212,23438,23206,21785,18217,15817,16112,12960,13270,11787,11885,4478,5134,5677,6107,6565,5486,11866,12714,13129,12530,4435,5389,4805,5059,5428,6501,5601,6090,5910,6293,6999,6577,10747,10433,10732,5396,4926,4596,4622,4409,4300,4798,4781,4804,3633,5194,4492,5302,4097,4574,5026,4760,5134,4448,4927,3819,3680,4168,4828,4684,4708,4170,3357,3284,3724,4278,3122,3351,2769,2939,3568,2450,3922,2526,3112,2187,3691,2894,2043,3598,2333,2574,2096,3373,2541,2194,1636,1782,1440,2303,2626,1200,1898,2299,1684,1213,2046,1925,2015,1017,13183,6732,6349,6061,6186,5356,4472,5199,4794,5009,7932,8085,8321,8703,3084,3489,3157,3172,10700,10323,11143,10538,9517,9696,9015,9572,9146,10507,10796,9291,8842,10073,9181,8872,9307,10220,9681,10376,9567,9945,9789,9398,9857,9812,9407,9545,8967
134,20637,20274,4270,4075,3652,3089,7256,9236,9536,8427,8633,8141,7103,6961,6591,6169,5600,6360,5071,5754,5522,5772,5267,5420,4550,5060,4593,4343,4666,4052,3913,4213,4779,4478,4165,3810,4257,8650,8453,19189,19383,19502,19676,20169,8757,9128,9641,9758,9983,10472,9975,10710,10414,10749,11213,10827,14758,20126,8562,9368,7632,14066,8291,13394,6604,6565,7011,6737,7428,6649,7326,6981,3714,2484,2826,1619,1952,2207,2491,2018,4230,5401,5513,4517,4857,5747,5196,5036,4739,4174,10274,10146,11271,10919,11590,10717,10437,13353,13462,13437,12833,11095,11279,11202,11581,11004,11171,11552,11856,11513,7171,6161,6785,5325,7036,4191,5141,5326,7335,4647,6676,3759,6507,1465,623,858,1013,1195,1913,249,431,783,366,0,985,1393,444,349,803,1058,1745,1340,2293,1476,6143,5899,5964,5665,6116,7063,5398,10113,9127,9868,16593,16291,15674,16924,16711,16832,16579,17452,18597,19038,22747,21608,21857,22333,23006,23232,22999,21579,18010,15611,15906,12754,13064,11580,11678,4796,5340,6043,6473,6932,5692,12232,12920,13335,12736,4228,5183,4599,4852,5222,6295,5395,5884,5704,6087,6793,6371,10540,10227,10525,5602,5132,4802,4828,4615,4506,5005,4988,5011,3840,5400,4698,5508,4303,4780,5232,4967,5340,4654,5133,4025,3887,4374,5035,4890,4914,4377,3563,3491,3930,4485,3328,3558,2976,3145,3774,2656,4128,2732,3319,2393,3897,3100,1679,3805,2539,2781,2302,3580,2748,2400,1843,1988,1073,2510,2833,1264,2104,2506,1890,846,2252,2132,2221,779,13389,6938,6556,6268,6393,5562,4678,5405,5000,5215,8138,8291,8527,8909,3447,3855,3523,3539,10907,10530,11349,10744,9724,9902,9221,9778,9352,10713,11002,9498,9048,10279,9387,9078,9514,10427,9887,10582,9774,10152,9995,9604,10064,10018,9613,9752,9173
135,19652,19290,5255,5060,4637,4074,8241,10221,10520,9412,9618,9126,8087,7945,7576,7153,6584,7344,6055,6738,6507,6757,6252,6405,5534,6044,5577,5327,5650,5036,4897,5198,5764,5462,5149,4794,5242,9635,9437,18204,18398,18518,18691,19185,7773,8144,8656,8774,8999,9487,8991,9725,9430,9765,10229,9842,13773,19142,7577,8383,6648,13082,7307,12410,5620,5581,6027,5752,6444,5664,6342,5997,4698,3469,3811,2603,2936,3191,3475,2964,3246,6386,6498,5502,5841,6731,6180,6020,5724,5159,11259,11130,12256,11903,12574,11702,11422,14338,14447,14421,13818,12079,12263,12186,12566,11988,12156,12537,12841,12497,8156,7146,7770,6310,8020,5176,6125,6311,8320,5631,7661,4743,7492,2449,1608,1842,1997,2180,1366,880,1416,1768,1191,985,0,1939,991,896,423,670,761,355,1308,722,5159,4914,4979,4680,5132,6079,4414,9128,8142,8883,15609,15307,14689,15939,15726,15847,15594,16468,17612,18054,21763,20623,20872,21348,22021,22247,22015,20594,17026,14627,14921,11769,12079,10596,10694,5669,6324,6841,7118,7478,6676,12779,13904,14320,13721,3244,4198,3614,3868,4238,5310,4410,4899,4720,5102,5808,5386,9556,9242,9541,6587,6117,5787,5813,5600,5491,5989,5972,5995,4824,6384,5683,6493,5288,5765,6216,5951,6325,5639,6118,5010,4871,5359,6019,5875,5899,5361,4547,4475,4915,5469,4312,4542,3960,4129,4759,3641,5113,3717,4303,3378,4882,4085,2664,4789,3524,3765,3287,4564,3732,3384,2827,2973,1811,3494,3817,2249,3088,3490,2874,1794,3236,3116,3206,1764,14374,7923,7540,7252,7377,6547,5663,6390,5985,6200,9123,9275,9512,9894,3994,4402,4070,4085,11891,11514,12334,11729,10708,10887,10205,10763,10336,11697,11987,10482,10033,11264,10372,10063,10498,11411,10872,11567,10758,11136,10980,10588,11048,11003,10598,10736,10158
136,21274,20911,3633,3439,3016,2452,6620,8600,8899,7790,7996,7505,6466,6324,5955,5532,4963,5723,4434,5117,4885,5135,4630,4783,3913,4423,3956,3706,4029,3415,3276,3576,4142,3841,3528,3173,3620,8013,7816,19826,20019,20139,20312,20806,9394,9765,10278,10395,10620,11109,10612,11347,11051,11386,11850,11464,15395,20763,9199,10005,8269,14703,8928,14031,7241,7202,7648,7374,8065,7286,7963,7618,3077,1848,2189,982,1315,1570,1854,1343,4867,4765,4876,3880,4220,5110,4559,4399,4102,3537,9637,9509,10634,10282,10953,10080,9801,12716,12825,12800,12196,10458,10642,10565,10944,10367,10534,10915,11219,10876,6534,5524,6148,4688,6399,3805,4504,4689,6698,4010,6039,3722,5870,1362,1930,1780,1272,750,3306,1641,1314,682,1026,1393,1939,0,948,1044,1516,1695,2382,1976,3021,2113,6780,6535,6601,6302,6753,7700,6035,10750,9764,10505,17230,16928,16311,17561,17348,17469,17216,18089,19233,19675,23384,22245,22494,22970,23642,23869,23636,22216,18647,16248,16542,13391,13701,12217,12315,4047,4703,5220,5497,5539,5055,10839,12283,12698,12100,4865,5819,5236,5489,5859,6931,6032,6521,6341,6724,7430,7008,11177,10864,11162,4965,4495,4166,4191,3978,3869,4368,4351,4374,3203,4763,4061,4871,3666,4143,4595,4330,4703,4018,4496,3388,3250,3737,4398,4253,4277,3740,2926,2955,3293,3848,2691,2921,2525,2508,3138,2594,3492,2358,2682,2255,3260,2463,3069,3168,2057,2144,1887,2943,2111,1763,1924,1721,2466,1873,2196,2227,1467,1869,1364,2239,1615,1495,1585,2043,12752,6302,5919,5631,5756,4925,4041,4769,4363,4578,7501,7654,7890,8272,3515,2602,2494,2779,10270,9893,10712,10108,9087,9266,8584,9141,8715,10076,10365,8861,8411,9643,8751,8441,8877,9790,9250,9945,9137,9515,9358,8967,9427,9381,8976,9115,8536
137,20575,20212,4332,4137,3714,3151,7318,9298,9598,8489,8695,8203,7165,7023,6653,6231,5662,6422,5133,5816,5584,5834,5329,5482,4611,5122,4655,4405,4728,4114,3975,4275,4841,4540,4227,3872,4319,8712,8515,19127,19321,19440,19614,20107,8695,9066,9579,9696,9921,10410,9913,10648,10352,10687,11152,10765,14696,20064,8500,9306,7570,14004,8229,13332,6542,6503,6949,6675,7366,6587,7264,6919,3776,2546,2888,1681,2014,2269,2553,2041,4168,5463,5575,4579,4919,5809,5258,5098,4801,4236,10336,10208,11333,10981,11652,10779,10499,13415,13524,13498,12895,11157,11341,11264,11643,11066,11233,11614,11918,11575,7233,6223,6847,5387,7098,4253,5203,5388,7397,4709,6738,3821,6569,1527,982,920,1075,1257,2357,693,493,845,268,444,991,948,0,181,741,996,1683,1278,2231,1414,6081,5837,5902,5603,6054,7001,5336,10051,9065,9806,16531,16229,15612,16862,16649,16770,16517,17390,18535,18976,22685,21546,21795,22271,22944,23170,22937,21517,17948,15549,15844,12692,13002,11518,11616,4746,5402,5919,6196,6487,5754,11788,12982,13397,12798,4166,5121,4537,4790,5160,6233,5333,5822,5642,6025,6731,6309,10478,10165,10463,5664,5194,4864,4890,4677,4568,5066,5050,5073,3902,5462,4760,5570,4365,4842,5294,5029,5402,4716,5195,4087,3949,4436,5097,4952,4976,4439,3625,3553,3992,4547,3390,3620,3037,3207,3836,2718,4190,2794,3381,2455,3959,3162,2121,3867,2601,2843,2364,3642,2810,2462,1905,2050,1518,2572,2895,1326,2166,2568,1952,1291,2314,2194,2283,1095,13451,7000,6618,6330,6455,5624,4740,5467,5062,5277,8200,8353,8589,8971,3002,3411,3079,3094,10968,10592,11411,10806,9786,9964,9283,9840,9414,10775,11064,9560,9110,10341,9449,9140,9576,10489,9949,10644,9836,10214,10057,9666,10126,10080,9675,9814,9235
138,20393,20031,4513,4319,3896,3332,7500,9480,9779,8671,8876,8385,7346,7204,6835,6412,5843,6603,5314,5997,5766,6016,5510,5663,4793,5303,4836,4586,4909,4295,4156,4456,5023,4721,4408,4053,4500,8893,8696,18946,19139,19259,19432,19926,8514,8885,9397,9515,9740,10228,9732,10467,10171,10506,10970,10583,14515,19883,8319,9125,7389,13823,8048,13151,6361,6322,6768,6493,7185,6405,7083,6738,3957,2728,3070,1862,2195,2450,2734,2223,3987,5645,5756,4761,5100,5990,5439,5279,4983,4417,10518,10389,11514,11162,11833,10961,10681,13596,13705,13680,13077,11338,11522,11445,11825,11247,11414,11796,12100,11756,7415,6405,7028,5568,7279,4435,5384,5569,7578,4890,6919,4002,6751,1708,886,1101,1256,1438,2262,598,674,1027,450,349,896,1044,181,0,560,815,1502,1096,2050,1233,5900,5655,5720,5422,5873,6820,5155,9869,8883,9624,16350,16048,15430,16681,16468,16588,16336,17209,18353,18795,22504,21365,21613,22089,22762,22989,22756,21336,17767,15368,15662,12510,12821,11337,11435,4927,5583,6100,6377,6583,5935,11883,13163,13578,12980,3985,4939,4355,4609,4979,6051,5152,5641,5461,5844,6550,6127,10297,9983,10282,5846,5376,5046,5072,4859,4750,5248,5231,5254,4083,5643,4941,5751,4546,5024,5475,5210,5584,4898,5376,4268,4130,4617,5278,5134,5158,4620,3806,3734,4174,4728,3571,3801,3219,3388,4018,2899,4372,2976,3562,2636,4140,3343,2026,4048,2783,3024,2545,3823,2991,2643,2086,2231,1422,2753,3076,1508,2347,2749,2133,1195,2495,2375,2465,1023,13633,7182,6799,6511,6636,5806,4922,5649,5243,5459,8382,8534,8771,9152,3098,3506,3174,3190,11150,10773,11593,10988,9967,10146,9464,10022,9595,10956,11246,9741,9292,10523,9631,9322,9757,10670,10131,10825,10017,10395,10239,9847,10307,10262,9856,9995,9417
139,19834,19471,5073,4878,4456,3892,8060,10039,10339,9230,9436,8944,7906,7764,7395,6972,6403,7163,5874,6557,6325,6575,6070,6223,5353,5863,5396,5146,5469,4855,4716,5016,5582,5281,4968,4613,5060,9453,9256,18386,18579,18699,18873,19366,7954,8325,8838,8955,9180,9669,9172,9907,9611,9946,10410,10024,13955,19323,7759,8565,6829,13263,7488,12591,5801,5762,6208,5934,6625,5846,6523,6178,4517,3287,3629,2422,2755,3010,3294,2783,3427,6205,6316,5320,5660,6550,5999,5839,5542,4977,11077,10949,12074,11722,12393,11520,11241,14156,14265,14240,13636,11898,12082,12005,12384,11807,11974,12355,12659,12316,7974,6964,7588,6128,7839,4994,5944,6129,8138,5450,7479,4562,7310,2268,1426,1661,1816,1998,1789,699,1234,1586,1009,803,423,1516,741,560,0,255,942,536,1505,673,5340,5095,5161,4862,5313,6260,4595,9310,8324,9065,15790,15488,14871,16121,15908,16029,15776,16649,17793,18235,21944,20805,21054,21530,22202,22429,22196,20776,17207,14808,15102,11951,12261,10777,10875,5487,6143,6660,6937,7055,6495,12356,13723,14138,13540,3425,4380,3796,4049,4419,5492,4592,5081,4901,5284,5990,5568,9737,9424,9722,6405,5935,5606,5631,5418,5309,5808,5791,5814,4643,6203,5501,6311,5106,5583,6035,5770,6143,5457,5936,4828,4690,5177,5838,5693,5717,5180,4366,4294,4733,5288,4131,4361,3779,3948,4577,3459,4931,3535,4122,3196,4700,3903,2483,4608,3342,3584,3105,4383,3551,3203,2646,2791,1630,3313,3636,2067,2907,3309,2693,1612,3055,2935,3025,1582,14192,7742,7359,7071,7196,6365,5481,6209,5803,6018,8941,9094,9330,9712,3570,3978,3647,3662,11710,11333,12152,11548,10527,10706,10024,10581,10155,11516,11805,10301,9851,11083,10191,9881,10317,11230,10690,11385,10577,10955,10798,10407,10867,10821,10416,10555,9976
140,19579,19216,5328,5133,4710,4147,8314,10294,10594,9485,9691,9199,8161,8019,7649,7227,6658,7418,6129,6812,6580,6830,6325,6478,5607,6118,5651,5401,5724,5110,4971,5271,5837,5536,5223,4868,5315,9708,9511,18131,18325,18444,18618,19111,7699,8070,8583,8700,8925,9414,8917,9652,9356,9691,10156,9769,13700,19068,7504,8310,6574,13008,7233,12336,5546,5507,5953,5679,6370,5591,6268,5923,4772,3542,3884,2677,3010,3265,3549,3037,3172,6459,6571,5575,5915,6805,6254,6094,5797,5232,11332,11204,12329,11977,12648,11775,11495,14411,14520,14494,13891,12153,12337,12260,12639,12062,12229,12610,12914,12571,8229,7219,7843,6383,8094,5249,6199,6384,8393,5705,7734,4817,7565,2523,1681,1916,2071,2253,2036,954,1489,1841,1264,1058,670,1695,996,815,255,0,947,382,1752,418,5086,4841,4906,4607,5058,6005,4340,9055,8069,8810,15535,15233,14616,15866,15653,15774,15521,16394,17539,17980,21689,20550,20799,21275,21948,22174,21941,20521,16952,14553,14848,11696,12006,10522,10620,5742,6398,6915,7192,6828,6750,12109,13978,14393,13794,3170,4125,3541,3794,4164,5237,4337,4826,4646,5029,5735,5313,9482,9169,9467,6660,6190,5860,5886,5673,5564,6062,6046,6069,4898,6458,5756,6566,5361,5838,6290,6025,6398,5712,6191,5083,4945,5432,6093,5948,5972,5435,4621,4549,4988,5543,4386,4616,4033,4203,4832,3714,5186,3790,4377,3451,4955,4158,2737,4863,3597,3839,3360,4638,3806,3458,2901,3046,1885,3568,3891,2322,3162,3564,2948,1867,3310,3190,3279,1837,14447,7996,7614,7326,7451,6620,5736,6463,6058,6273,9196,9349,9585,9967,3324,3732,3400,3416,11964,11588,12407,11802,10781,10960,10279,10836,10410,11771,12060,10555,10106,11337,10445,10136,10572,11485,10945,11640,10832,11210,11053,10662,11122,11076,10671,10809,10231
141,18892,18529,6015,5820,5398,4834,9002,10981,11281,10172,10378,9886,8848,8706,8337,7914,7345,8105,6816,7499,7267,7517,7012,7165,6295,6805,6338,6088,6411,5797,5658,5958,6524,6223,5910,5555,6002,10395,10198,17444,17637,17757,17931,18424,7012,7383,7896,8013,8238,8727,8230,8965,8669,9004,9468,9082,13013,18381,6817,7623,5887,12321,6546,11649,4859,4820,5266,4992,5683,4904,5581,5236,5459,4229,4571,3364,3697,3952,4236,3725,2485,7147,7258,6262,6602,7492,6941,6781,6484,5919,12019,11891,13016,12664,13335,12462,12183,15098,15207,15182,14578,12840,13024,12947,13326,12749,12916,13297,13601,13258,8916,7906,8530,7070,8781,5936,6886,7071,9080,6392,8421,5504,8252,3210,2368,2603,2758,2940,1089,1641,2176,2528,1951,1745,761,2382,1683,1502,942,947,0,565,805,1000,4398,4153,4219,3920,4371,5318,3653,8368,7382,8123,14848,14546,13929,15179,14966,15087,14834,15707,16851,17293,21002,19863,20112,20588,21260,21487,21254,19834,16265,13866,14160,11009,11319,9835,9933,6429,7085,7602,7879,7756,7437,13056,14665,15080,14482,3417,3438,3817,3743,3736,4549,3968,4139,4128,4342,5048,4626,8795,8482,8780,7347,6877,6548,6573,6360,6251,6750,6733,6756,5585,7145,6443,7253,6048,6525,6977,6712,7085,6399,6878,5770,5632,6119,6780,6635,6659,6122,5308,5236,5675,6230,5073,5303,4721,4890,5519,4401,5873,4477,5064,4138,5642,4845,3425,5550,4284,4526,4047,5325,4493,4145,3588,3733,2572,4255,4578,3009,3849,4251,3635,2554,3997,3877,3967,2524,15134,8684,8301,8013,8138,7307,6423,7151,6745,6960,9883,10036,10272,10654,4271,4679,4347,4363,12652,12275,13094,12490,11469,11648,10966,11523,11097,12458,12747,11243,10793,12025,11133,10823,11259,12172,11632,12327,11519,11897,11740,11349,11809,11763,11358,11497,10918
142,19297,18935,5610,5415,4992,4429,8596,10576,10875,9767,9973,9481,8442,8300,7931,7508,6939,7699,6410,7093,6862,7112,6607,6760,5889,6399,5932,5682,6005,5391,5252,5553,6119,5817,5505,5149,5597,9990,9792,17849,18043,18163,18336,18830,7418,7789,8301,8419,8644,9132,8636,9370,9075,9410,9874,9487,13418,18787,7222,8028,6293,12727,6951,12055,5265,5226,5672,5397,6089,5309,5987,5642,5053,3824,4166,2958,3291,3546,3830,3319,2891,6741,6853,5857,6196,7086,6535,6375,6079,5514,11614,11486,12611,12258,12929,12057,11777,14693,14802,14776,14173,12434,12618,12541,12921,12343,12511,12892,13196,12852,8511,7501,8125,6665,8375,5531,6480,6666,8675,5986,8016,5098,7847,2804,1963,2197,2352,2535,1654,1235,1771,2123,1546,1340,355,1976,1278,1096,536,382,565,0,1370,435,4804,4559,4624,4325,4777,5724,4059,8773,7787,8528,15254,14952,14334,15584,15371,15492,15239,16113,17257,17699,21408,20268,20517,20993,21666,21892,21660,20239,16671,14272,14566,11414,11724,10241,10339,6024,6679,7196,7473,7191,7032,12491,14259,14675,14076,2889,3843,3259,3513,3883,4955,4055,4544,4365,4747,5453,5031,9201,8887,9186,6942,6472,6142,6168,5955,5846,6344,6327,6350,5179,6739,6038,6848,5643,6120,6571,6306,6680,5994,6473,5365,5226,5714,6374,6230,6254,5716,4902,4830,5270,5824,4667,4897,4315,4485,5114,3996,5468,4072,4658,3733,5237,4440,3019,5144,3879,4120,3642,4919,4087,3739,3182,3328,2166,3849,4172,2604,3443,3845,3229,2149,3592,3471,3561,2119,14729,8278,7895,7607,7732,6902,6018,6745,6340,6555,9478,9631,9867,10249,3706,4114,3783,3798,12246,11869,12689,12084,11063,11242,10561,11118,10691,12052,12342,10837,10388,11619,10727,10418,10853,11766,11227,11922,11113,11491,11335,10943,11403,11358,10953,11091,10513
143,18344,17981,6563,6368,5945,5382,9549,11529,11829,10720,10926,10434,9396,9254,8884,8462,7893,8652,7364,8046,7815,8065,7560,7713,6842,7353,6886,6636,6959,6345,6206,6506,7072,6771,6458,6103,6550,10943,10746,16896,17090,17209,17383,17876,6464,6835,7348,7465,7690,8179,7682,8417,8121,8456,8921,8534,12465,17833,6269,7075,5339,11773,5998,11101,4311,4272,4718,4444,5135,4356,5033,4688,6007,4777,5119,3912,4245,4500,4784,4272,1937,7694,7806,6810,7150,8040,7489,7329,7032,6467,12567,12439,13564,13212,13883,13010,12730,15646,15755,15729,15126,13388,13571,13495,13874,13297,13464,13845,14149,13806,9464,8454,9078,7618,9329,6484,7433,7619,9628,6940,8969,6052,8800,3757,2916,3151,3306,3488,855,2189,2724,3076,2499,2293,1308,3021,2231,2050,1505,1752,805,1370,0,1804,3851,3606,3671,3372,3823,4770,3105,7820,6834,7575,14300,13998,13381,14631,14418,14539,14286,15159,16304,16745,20454,19315,19564,20040,20713,20939,20706,19286,15717,13318,13613,10461,10771,9287,9385,6977,7633,8150,8427,8560,7985,13861,15213,15628,15029,4222,4096,4621,4547,4541,4002,4772,4586,4932,5035,4678,5087,8247,7934,8233,7895,7425,7095,7121,6908,6799,7297,7281,7304,6133,7693,6991,7801,6596,7073,7525,7260,7633,6947,7426,6318,6180,6667,7328,7183,7207,6670,5856,5784,6223,6778,5621,5851,5268,5438,6067,4949,6421,5025,5612,4686,6190,5393,3972,6098,4832,5074,4595,5873,5041,4693,4135,4281,3120,4803,5126,3557,4397,4799,4183,3102,4545,4425,4514,3072,15682,9231,8849,8561,8686,7855,6971,7698,7293,7508,10431,10584,10820,11202,5076,5484,5152,5167,13199,12823,13642,13037,12016,12195,11514,12071,11645,13006,13295,11790,11341,12572,11680,11371,11807,12720,12180,12875,12067,12445,12288,11897,12357,12311,11906,12044,11466
