Sim	T1	k	Ratio_2014	Antigen_2016	MF_2016
33	0.00501557	0.0962548	0.189847	10.0228	2.78187
33	0.00501557	0.0962548	0.190642	10.4184	2.99196
33	0.00501557	0.0962548	0.178453	9.9139	2.7472
34	0.00801173	0.073567	0.384668	15.6908	8.28593
34	0.00801173	0.073567	0.392674	16.0149	8.49813
34	0.00801173	0.073567	0.391218	15.9897	8.63028
34	0.00801173	0.073567	0.395533	15.4843	8.12015
34	0.00801173	0.073567	0.382695	15.5124	8.16044
35	0.00815521	0.036835	0.514068	11.6769	7.16558
35	0.00815521	0.036835	0.52436	11.8874	7.45805
35	0.00815521	0.036835	0.543115	11.8951	7.46817
35	0.00815521	0.036835	0.530768	11.9719	7.35568
35	0.00815521	0.036835	0.554792	12.0428	7.67267
36	0.00692315	0.0531759	0.403431	12.6871	7.0024
36	0.00692315	0.0531759	0.424541	13.2133	7.44965
36	0.00692315	0.0531759	0.421426	13.384	7.25468
36	0.00692315	0.0531759	0.433673	13.2511	7.50226
36	0.00692315	0.0531759	0.4188	12.9144	7.11098
37	0.00421887	0.0454792	0.337848	9.53387	4.5575
37	0.00421887	0.0454792	0.362168	9.96449	4.90087
37	0.00421887	0.0454792	0.359254	9.99538	4.91273
37	0.00421887	0.0454792	0.325314	9.64495	4.58103
37	0.00421887	0.0454792	0.338493	9.74309	4.60854
38	0.00250827	0.0100448	0.370048	4.59423	2.29343
38	0.00250827	0.0100448	0.409843	4.53067	2.31986
38	0.00250827	0.0100448	0.401736	4.59518	2.36308
38	0.00250827	0.0100448	0.369952	4.56411	2.22382
38	0.00250827	0.0100448	0.387224	4.54991	2.26386
39	0.00653809	0.037746	0.479975	11.1504	6.66704
39	0.00653809	0.037746	0.493097	11.2956	6.78926
39	0.00653809	0.037746	0.483392	11.1364	6.57319
39	0.00653809	0.037746	0.489703	11.1047	6.70203
39	0.00653809	0.037746	0.487359	11.2644	6.69465
40	0.0021379	0.0575616	0.139441	5.75122	1.14802
40	0.0021379	0.0575616	0.135855	5.26919	0.981733
40	0.0021379	0.0575616	0.149417	5.74367	1.18714
40	0.0021379	0.0575616	0.146483	5.8817	1.25067
40	0.0021379	0.0575616	0.163258	6.03081	1.30062
41	0.00553072	0.0578571	0.337163	11.6261	5.68748
41	0.00553072	0.0578571	0.326553	11.9383	5.80374
41	0.00553072	0.0578571	0.356391	12.0181	5.98781
41	0.00553072	0.0578571	0.332027	11.6009	5.55494
41	0.00553072	0.0578571	0.355929	11.9137	5.89593
42	0.00350864	0.0855486	0.163713	7.76022	1.75081
42	0.00350864	0.0855486	0.154494	7.59487	1.6112
42	0.00350864	0.0855486	0.1526	7.43347	1.55872
42	0.00350864	0.0855486	0.150172	7.46747	1.61792
42	0.00350864	0.0855486	0.143574	7.28004	1.36893
43	0.00245621	0.0262943	0.289577	6.14672	2.70315
43	0.00245621	0.0262943	0.304816	6.3392	2.88933
43	0.00245621	0.0262943	0.301854	6.25104	2.78255
43	0.00245621	0.0262943	0.328767	6.38636	2.99795
43	0.00245621	0.0262943	0.290804	6.3838	2.74144
44	0.00853369	0.0688567	0.413065	16.0427	8.82858
44	0.00853369	0.0688567	0.411159	15.8034	8.75661
44	0.00853369	0.0688567	0.383624	15.5982	8.37652
44	0.00853369	0.0688567	0.409203	15.9333	8.79617
44	0.00853369	0.0688567	0.425229	16.0781	9.03361
45	0.00694582	0.0933679	0.245592	13.5839	5.3862
45	0.00694582	0.0933679	0.268235	14.2417	6.14365
45	0.00694582	0.0933679	0.27722	14.5949	6.13492
45	0.00694582	0.0933679	0.27244	14.2654	5.99834
45	0.00694582	0.0933679	0.256797	14.3097	5.79815
46	0.00983144	0.0264331	0.60224	10.3416	6.92397
46	0.00983144	0.0264331	0.605732	10.3853	6.86816
46	0.00983144	0.0264331	0.609822	10.1111	6.73702
46	0.00983144	0.0264331	0.608731	10.5371	7.03274
46	0.00983144	0.0264331	0.606587	10.4978	7.09217
47	0.00331441	0.0580906	0.191932	7.6916	2.32502
47	0.00331441	0.0580906	0.192923	7.81403	2.42351
47	0.00331441	0.0580906	0.207821	7.86567	2.46461
47	0.00331441	0.0580906	0.224239	8.46184	2.97882
47	0.00331441	0.0580906	0.201395	7.95272	2.47147
48	0.00965756	0.0206185	0.60353	8.90897	6.0463
48	0.00965756	0.0206185	0.613647	8.76608	5.8891
48	0.00965756	0.0206185	0.609762	8.75774	5.8779
48	0.00965756	0.0206185	0.608205	8.88158	5.92105
48	0.00965756	0.0206185	0.614461	9.05313	6.12961
49	0.00872545	0.0842339	0.377445	17.0848	8.89666
49	0.00872545	0.0842339	0.345458	16.6555	8.5804
49	0.00872545	0.0842339	0.374711	17.4645	9.06387
49	0.00872545	0.0842339	0.354514	16.659	8.61582
49	0.00872545	0.0842339	0.344793	16.6664	8.54567
50	0.00670192	0.0359117	0.511961	11.0749	6.69874
50	0.00670192	0.0359117	0.505918	11.2212	6.77913
50	0.00670192	0.0359117	0.502125	10.7637	6.56356
50	0.00670192	0.0359117	0.490741	10.5758	6.31334
50	0.00670192	0.0359117	0.508898	10.7722	6.6827
51	0.00915721	0.027579	0.595526	10.4192	6.95229
51	0.00915721	0.027579	0.588772	10.5483	6.96894
51	0.00915721	0.027579	0.59207	10.3384	6.88611
51	0.00915721	0.027579	0.579267	10.4775	6.89102
51	0.00915721	0.027579	0.576869	10.532	6.91905
52	0.00119707	0.0412837	0.106297	3.99217	0.474774
52	0.00119707	0.0412837	0.0876384	3.75058	0.346008
52	0.00119707	0.0412837	0.0998619	3.74419	0.370528
52	0.00119707	0.0412837	0.106703	3.9003	0.464936
52	0.00119707	0.0412837	0.106363	3.8931	0.432772
53	0.000469798	0.030329	0.0617217	2.64028	0.09601
53	0.000469798	0.030329	0.0595171	2.53449	0.0864447
53	0.000469798	0.030329	0.0564784	2.54933	0.0699455
53	0.000469798	0.030329	0.0655738	2.54566	0.0794942
53	0.000469798	0.030329	0.0619229	2.64079	0.0773452
54	0.00197416	0.0449447	0.178653	5.62073	1.4015
54	0.00197416	0.0449447	0.155623	5.65664	1.33087
54	0.00197416	0.0449447	0.185035	5.76182	1.59959
54	0.00197416	0.0449447	0.160475	5.66844	1.31265
54	0.00197416	0.0449447	0.140856	5.19136	1.11927
55	0.0044854	0.0470987	0.332428	9.89462	4.66075
55	0.0044854	0.0470987	0.335349	10.0439	4.76456
55	0.0044854	0.0470987	0.341402	9.94307	4.75322
55	0.0044854	0.0470987	0.346647	10.2895	5.10786
55	0.0044854	0.0470987	0.347292	10.2348	4.99256
56	3.94562e-05	0.0762718	0.0291139	1.91118	0
56	3.94562e-05	0.0762718	0.0313268	2.04263	0
56	3.94562e-05	0.0762718	0.029728	1.91754	0
56	3.94562e-05	0.0762718	0.0327974	1.93147	0
56	3.94562e-05	0.0762718	0.0290587	1.99509	0
57	0.00468192	0.0218823	0.502317	7.65195	4.57792
57	0.00468192	0.0218823	0.500142	7.42398	4.4518
57	0.00468192	0.0218823	0.487912	7.60143	4.4837
57	0.00468192	0.0218823	0.491291	7.65486	4.5789
57	0.00468192	0.0218823	0.500416	7.66998	4.55503
58	0.00699189	0.0947082	0.262964	14.6205	5.98445
58	0.00699189	0.0947082	0.269367	14.1462	5.84935
58	0.00699189	0.0947082	0.249583	13.7417	5.47208
58	0.00699189	0.0947082	0.232	13.542	5.15041
58	0.00699189	0.0947082	0.280233	14.8943	6.36509
59	0.000154637	0.0327414	0.0426452	2.08291	0.00736662
59	0.000154637	0.0327414	0.034504	2.02002	0.00737232
59	0.000154637	0.0327414	0.042065	2.02314	0.00370199
59	0.000154637	0.0327414	0.0407791	2.03726	0.00367074
59	0.000154637	0.0327414	0.0377834	1.91383	0.00552598
60	0.00610394	0.0445217	0.454639	11.7479	6.59838
60	0.00610394	0.0445217	0.444089	11.9093	6.82376
60	0.00610394	0.0445217	0.449447	12.0918	6.77368
60	0.00610394	0.0445217	0.450572	11.7349	6.66654
60	0.00610394	0.0445217	0.448817	11.8372	6.69834
61	0.000858419	0.0978717	0.0469095	2.52756	0.033233
61	0.000858419	0.0978717	0.0396406	2.66147	0.0387862
61	0.000858419	0.0978717	0.0419806	2.57975	0.012908
61	0.000858419	0.0978717	0.0474684	2.652	0.0147436
61	0.000858419	0.0978717	0.0474716	2.71329	0.0257358
62	0.000361073	0.0574852	0.0463122	2.34814	0.0129323
62	0.000361073	0.0574852	0.0412979	2.21138	0.0129321
62	0.000361073	0.0574852	0.038764	2.35127	0.00552374
62	0.000361073	0.0574852	0.0353214	2.27059	0.00737803
62	0.000361073	0.0574852	0.0405797	2.22813	0.0221705
63	0.00382446	0.0547294	0.271683	9.30753	3.73225
63	0.00382446	0.0547294	0.25315	9.05658	3.62558
63	0.00382446	0.0547294	0.26412	9.26947	3.71074
63	0.00382446	0.0547294	0.25536	9.17333	3.49977
63	0.00382446	0.0547294	0.260252	9.26012	3.59859
64	0.00360025	0.0166862	0.439345	6.13257	3.47074
64	0.00360025	0.0166862	0.454223	6.25565	3.51534
64	0.00360025	0.0166862	0.45463	6.34772	3.59833
64	0.00360025	0.0166862	0.426649	6.02924	3.37504
64	0.00360025	0.0166862	0.461564	6.23369	3.5703
65	0.00347234	0.0122454	0.473025	5.45407	3.10366
65	0.00347234	0.0122454	0.466266	5.30579	3.07275
65	0.00347234	0.0122454	0.451094	5.63078	3.1835
65	0.00347234	0.0122454	0.446302	5.37313	2.99249
65	0.00347234	0.0122454	0.438126	5.21045	2.90046
66	0.00803082	0.0338982	0.546204	11.443	7.26598
66	0.00803082	0.0338982	0.546372	11.4135	7.17578
66	0.00803082	0.0338982	0.556502	11.5463	7.24836
66	0.00803082	0.0338982	0.540246	11.4419	7.25373
66	0.00803082	0.0338982	0.544978	11.2476	7.08283
67	0.00859749	0.0821424	0.381012	16.9803	8.93799
67	0.00859749	0.0821424	0.3753	16.9085	8.79745
67	0.00859749	0.0821424	0.365028	16.7001	8.62993
67	0.00859749	0.0821424	0.358639	16.7438	8.51162
67	0.00859749	0.0821424	0.348207	16.3311	8.24136
68	0.00524516	0.0835047	0.240804	11.7062	4.21439
68	0.00524516	0.0835047	0.229846	11.7469	4.39036
68	0.00524516	0.0835047	0.231399	11.2188	4.07806
68	0.00524516	0.0835047	0.240637	11.9784	4.64176
68	0.00524516	0.0835047	0.241338	11.2738	4.1534
69	0.000635532	0.0296954	0.0821281	2.99921	0.210406
69	0.000635532	0.0296954	0.0757576	2.99945	0.231011
69	0.000635532	0.0296954	0.0747475	3.07302	0.180117
69	0.000635532	0.0296954	0.0896587	3.11635	0.22708
69	0.000635532	0.0296954	0.0715847	2.77228	0.149703
70	0.0014024	0.0373976	0.143983	4.72964	0.967343
70	0.0014024	0.0373976	0.126799	4.2941	0.681516
70	0.0014024	0.0373976	0.12959	4.40042	0.752825
70	0.0014024	0.0373976	0.144071	4.60638	0.91943
70	0.0014024	0.0373976	0.118781	4.21252	0.700233
71	0.00165585	0.0640618	0.0934043	4.43667	0.451626
71	0.00165585	0.0640618	0.0847599	4.23951	0.380706
71	0.00165585	0.0640618	0.0934376	3.98012	0.314801
71	0.00165585	0.0640618	0.105459	4.48316	0.490114
71	0.00165585	0.0640618	0.089208	4.02853	0.329875
72	0.000435699	0.0379907	0.0372066	2.33653	0.0184706
72	0.000435699	0.0379907	0.0524877	2.56964	0.0406121
72	0.000435699	0.0379907	0.0487805	2.56135	0.0388364
72	0.000435699	0.0379907	0.0501691	2.34636	0.0406136
72	0.000435699	0.0379907	0.0463231	2.37023	0.0239045
73	0.00840468	0.0106112	0.545455	5.73826	3.58941
73	0.00840468	0.0106112	0.561022	5.80862	3.69556
73	0.00840468	0.0106112	0.558161	5.91872	3.74404
73	0.00840468	0.0106112	0.55534	5.67092	3.59245
73	0.00840468	0.0106112	0.569181	5.75593	3.6897
74	0.00146483	0.0823445	0.0745654	3.53404	0.180949
74	0.00146483	0.0823445	0.0616761	3.33673	0.137177
74	0.00146483	0.0823445	0.0578139	3.62305	0.150111
74	0.00146483	0.0823445	0.0688569	3.65437	0.156801
74	0.00146483	0.0823445	0.0709647	3.59102	0.160709
75	0.00151894	0.0521886	0.111111	4.34301	0.478451
75	0.00151894	0.0521886	0.0974519	4.06675	0.409813
75	0.00151894	0.0521886	0.10953	4.37071	0.589039
75	0.00151894	0.0521886	0.0935315	4.07299	0.436326
75	0.00151894	0.0521886	0.102696	4.244	0.491604
76	0.00757958	0.0818429	0.348016	15.6103	7.67751
76	0.00757958	0.0818429	0.336563	15.8684	7.65353
76	0.00757958	0.0818429	0.325416	15.0651	7.29846
76	0.00757958	0.0818429	0.335741	15.4012	7.506
76	0.00757958	0.0818429	0.340634	15.6166	7.6108
77	0.00477587	0.0680719	0.252086	10.4198	4.08205
77	0.00477587	0.0680719	0.249624	10.3903	4.05194
77	0.00477587	0.0680719	0.251585	11.0699	4.41867
77	0.00477587	0.0680719	0.274953	11.1624	4.58868
77	0.00477587	0.0680719	0.246632	10.1434	3.86652
78	0.00484826	0.0685167	0.249565	10.6098	4.19037
78	0.00484826	0.0685167	0.267045	10.6583	4.17242
78	0.00484826	0.0685167	0.255586	10.5218	4.23448
78	0.00484826	0.0685167	0.263245	11.0384	4.54178
78	0.00484826	0.0685167	0.262772	11.2257	4.63494
79	0.00335573	0.0386312	0.324106	8.24321	3.78504
79	0.00335573	0.0386312	0.315367	8.28772	3.72596
79	0.00335573	0.0386312	0.30628	8.06693	3.61468
79	0.00335573	0.0386312	0.30788	7.95796	3.54799
79	0.00335573	0.0386312	0.308131	8.27398	3.77902
80	0.0082308	0.0307235	0.553406	10.7193	6.86604
80	0.0082308	0.0307235	0.556229	10.869	6.96351
80	0.0082308	0.0307235	0.575328	10.664	6.8926
80	0.0082308	0.0307235	0.566859	11.0403	7.09783
80	0.0082308	0.0307235	0.560383	11.0185	7.13204
81	0.00162325	0.098072	0.0669986	3.57994	0.131154
81	0.00162325	0.098072	0.067154	3.61889	0.118289
81	0.00162325	0.098072	0.0600358	3.5771	0.11819
81	0.00162325	0.098072	0.0491958	3.2403	0.0909884
81	0.00162325	0.098072	0.0665459	3.61885	0.166682
82	0.00248034	0.022971	0.336934	6.21886	2.99276
82	0.00248034	0.022971	0.341121	6.33635	2.98138
82	0.00248034	0.022971	0.34471	6.16791	3.04055
82	0.00248034	0.022971	0.325234	6.20804	2.9491
82	0.00248034	0.022971	0.315625	6.05815	2.86489
83	0.00246624	0.0462933	0.199504	6.37003	1.88721
83	0.00246624	0.0462933	0.210241	6.61495	2.21481
83	0.00246624	0.0462933	0.20664	6.75486	1.93075
83	0.00246624	0.0462933	0.199247	6.55946	2.02439
83	0.00246624	0.0462933	0.19211	6.49223	1.95915
84	0.00692783	0.0241465	0.55155	8.85837	5.70167
84	0.00692783	0.0241465	0.562426	8.95572	5.73092
84	0.00692783	0.0241465	0.556249	8.83735	5.59496
84	0.00692783	0.0241465	0.5413	9.02793	5.69681
84	0.00692783	0.0241465	0.546243	8.79712	5.62454
85	0.00291558	0.0723157	0.155212	6.53892	1.33104
85	0.00291558	0.0723157	0.147493	6.71656	1.33407
85	0.00291558	0.0723157	0.144809	6.65607	1.34193
85	0.00291558	0.0723157	0.156539	6.99302	1.50497
85	0.00291558	0.0723157	0.143001	6.59654	1.27105
86	0.0079472	0.0290473	0.568832	10.444	6.71744
86	0.0079472	0.0290473	0.564711	10.3535	6.72109
86	0.0079472	0.0290473	0.555743	10.4498	6.60751
86	0.0079472	0.0290473	0.565974	10.2748	6.5685
86	0.0079472	0.0290473	0.576883	10.504	6.78813
87	0.00100788	0.0227468	0.148916	3.96529	0.926712
87	0.00100788	0.0227468	0.151598	4.02985	0.864198
87	0.00100788	0.0227468	0.148426	3.97222	0.891722
87	0.00100788	0.0227468	0.154307	3.94987	0.848382
87	0.00100788	0.0227468	0.149323	3.8548	0.830632
88	0.00625616	0.0358829	0.501404	10.8024	6.4301
88	0.00625616	0.0358829	0.485256	10.64	6.35035
88	0.00625616	0.0358829	0.492381	10.7191	6.361
88	0.00625616	0.0358829	0.480908	10.765	6.4011
88	0.00625616	0.0358829	0.479081	10.5987	6.2731
89	0.00498766	0.0451777	0.385499	10.5013	5.39053
89	0.00498766	0.0451777	0.379921	10.4075	5.44384
89	0.00498766	0.0451777	0.387368	10.578	5.4655
89	0.00498766	0.0451777	0.382902	10.5304	5.49822
89	0.00498766	0.0451777	0.384332	10.7632	5.59997
90	0.00042788	0.0759034	0.0379041	2.41809	0.00736662
90	0.00042788	0.0759034	0.0452204	2.33907	0.0166285
90	0.00042788	0.0759034	0.0319767	2.2791	0.00184393
90	0.00042788	0.0759034	0.0346198	2.29802	0.00553741
90	0.00042788	0.0759034	0.0412541	2.47419	0.0147493
91	0.00161421	0.013771	0.285537	4.55723	1.93988
91	0.00161421	0.013771	0.298188	4.63552	1.99427
91	0.00161421	0.013771	0.319106	4.69927	2.09802
91	0.00161421	0.013771	0.271257	4.56145	1.87051
91	0.00161421	0.013771	0.304747	4.65031	2.05063
92	0.00251211	0.0205276	0.355191	6.12626	2.96062
92	0.00251211	0.0205276	0.345644	5.80684	2.824
92	0.00251211	0.0205276	0.37414	6.05653	3.02366
92	0.00251211	0.0205276	0.354617	6.0965	3.04825
92	0.00251211	0.0205276	0.352439	5.81166	2.90214
93	0.00862624	0.0842053	0.35193	16.758	8.50307
93	0.00862624	0.0842053	0.380664	17.436	9.21223
93	0.00862624	0.0842053	0.362	17.065	8.88655
93	0.00862624	0.0842053	0.362873	16.8354	8.60056
93	0.00862624	0.0842053	0.37648	16.9019	8.88529
94	0.00017501	0.0744065	0.0318584	2.16173	0.00184922
94	0.00017501	0.0744065	0.0322581	2.05072	0
94	0.00017501	0.0744065	0.0315664	2.13859	0.00184839
94	0.00017501	0.0744065	0.0371272	2.02484	0.00368487
94	0.00017501	0.0744065	0.0295931	2.08747	0.00370775
95	0.00554959	0.0209131	0.525638	7.87965	4.88192
95	0.00554959	0.0209131	0.518032	8.00909	4.86458
95	0.00554959	0.0209131	0.528227	7.83259	4.91316
95	0.00554959	0.0209131	0.524847	7.81718	4.80346
95	0.00554959	0.0209131	0.529191	7.77932	4.90158
